Time(s);IntInt
0.00;9.61
3.00;8.32
6.00;8.69
9.00;8.52
12.00;11.72
15.00;7.86
18.00;7.48
21.00;8.82
24.00;9.79
27.00;9.50
30.00;10.63
33.00;10.17
36.00;8.84
39.00;10.48
42.00;11.82
45.00;11.37
48.00;11.72
51.00;11.37
54.00;10.98
57.00;12.40
60.00;13.08
63.00;15.48
66.00;15.79
69.00;12.30
72.00;13.55
75.00;14.21
78.00;12.65
81.00;10.74
84.00;10.62
87.00;11.51
90.00;10.09
93.00;10.91
96.00;11.27
99.00;12.51
102.00;11.39
105.00;10.45
108.00;11.04
111.00;12.53
114.00;11.76
117.00;11.66
120.00;13.02
123.00;14.18
126.00;10.62
129.00;13.85
132.00;12.92
135.00;12.77
138.00;14.53
141.00;16.98
144.00;15.86
147.00;15.81
150.00;16.15
153.00;14.23
156.00;14.53
159.00;15.68
162.00;15.91
165.00;13.51
168.00;15.16
171.00;15.82
174.00;15.02
177.00;15.91
180.00;13.02
183.00;15.88
186.00;15.32
189.00;14.03
192.00;14.25
195.00;12.52
198.00;13.89
201.00;14.74
204.00;12.28
207.00;13.93
210.00;11.92
213.00;13.39
216.00;13.66
219.00;14.69
222.00;13.52
225.00;13.60
228.00;13.20
231.00;12.49
234.00;13.73
237.00;14.76
240.00;15.94
243.00;14.69
246.00;13.78
249.00;13.48
252.00;11.76
255.00;13.17
258.00;13.32
261.00;11.98
264.00;13.87
267.00;14.61
270.00;14.12
273.00;13.16
276.00;11.54
279.00;14.51
282.00;12.85
285.00;11.24
288.00;11.16
291.00;12.28
294.00;10.71
297.00;11.96
300.00;13.50
303.00;12.45
306.00;13.13
309.00;11.61
312.00;12.23
315.00;11.94
318.00;11.67
321.00;12.18
324.00;11.07
327.00;12.17
330.00;10.55
333.00;10.78
336.00;9.65
339.00;11.70
342.00;12.71
345.00;11.99
348.00;11.56
351.00;10.82
354.00;11.88
357.00;11.57
360.00;11.47
363.00;10.68
366.00;10.04
369.00;8.65
372.00;10.07
375.00;9.73
