Time(s);IntInt
0.00;35.48
3.00;30.50
6.00;25.62
9.00;32.27
12.00;27.38
15.00;34.04
18.00;27.77
21.00;32.71
24.00;30.34
27.00;32.57
30.00;24.44
33.00;23.66
36.00;27.38
39.00;31.66
42.00;32.23
45.00;29.06
48.00;28.01
51.00;31.60
54.00;24.82
57.00;30.96
60.00;30.50
63.00;26.66
66.00;28.94
69.00;28.31
72.00;28.84
75.00;29.36
78.00;34.34
81.00;32.57
84.00;31.00
87.00;34.34
90.00;32.90
93.00;36.05
96.00;31.49
99.00;28.65
102.00;32.18
105.00;31.87
108.00;32.55
111.00;30.43
114.00;31.60
117.00;31.07
120.00;34.75
123.00;33.06
126.00;29.24
129.00;37.71
132.00;35.55
135.00;34.97
138.00;36.88
141.00;40.94
144.00;40.98
147.00;40.80
150.00;39.49
153.00;40.73
156.00;35.62
159.00;38.06
162.00;34.05
165.00;32.99
168.00;43.03
171.00;36.83
174.00;36.52
177.00;34.15
180.00;32.47
183.00;31.29
186.00;34.56
189.00;35.53
192.00;32.40
195.00;34.72
198.00;34.15
201.00;30.86
204.00;33.98
207.00;33.62
210.00;30.43
213.00;29.19
216.00;30.94
219.00;29.43
222.00;35.47
225.00;35.62
228.00;29.39
231.00;30.35
234.00;30.01
237.00;28.17
240.00;32.03
243.00;33.06
246.00;29.80
249.00;32.00
252.00;32.54
255.00;32.21
258.00;29.87
261.00;35.76
264.00;34.11
267.00;31.47
270.00;27.21
273.00;26.13
276.00;30.35
279.00;28.55
282.00;24.36
285.00;22.82
288.00;21.45
291.00;27.96
294.00;26.01
297.00;25.36
300.00;27.66
303.00;32.43
306.00;24.05
309.00;26.30
312.00;22.95
315.00;24.67
318.00;24.37
321.00;26.02
324.00;22.07
327.00;26.16
330.00;20.42
333.00;22.18
336.00;22.29
339.00;20.93
342.00;26.55
345.00;26.97
348.00;24.80
351.00;24.62
354.00;27.01
357.00;24.33
360.00;18.12
363.00;22.46
366.00;23.34
369.00;25.30
372.00;25.61
375.00;26.06
378.00;24.32
381.00;25.16
384.00;23.56
387.00;27.14
390.00;23.19
393.00;25.07
396.00;19.32
399.00;23.43
402.00;22.35
405.00;23.02
408.00;21.65
411.00;21.35
414.00;23.99
417.00;23.29
420.00;21.61
423.00;24.87
426.00;21.40
429.00;22.87
432.00;15.48
435.00;16.17
438.00;14.97
441.00;17.33
444.00;17.96
447.00;22.65
450.00;15.79
453.00;18.46
456.00;16.62
459.00;19.13
462.00;16.62
465.00;18.25
468.00;22.33
471.00;21.71
474.00;17.88
477.00;20.10
480.00;19.42
483.00;16.78
486.00;21.58
489.00;17.84
492.00;18.32
495.00;18.11
498.00;19.95
501.00;16.81
504.00;20.84
507.00;18.40
510.00;20.12
513.00;18.91
516.00;17.22
519.00;21.35
522.00;22.43
525.00;22.40
528.00;22.12
531.00;21.35
534.00;17.96
537.00;24.25
540.00;22.78
543.00;12.43
546.00;18.17
549.00;16.23
552.00;17.52
555.00;19.33
558.00;12.25
561.00;13.25
564.00;13.66
567.00;15.42
570.00;14.07
573.00;15.78
576.00;15.42
579.00;13.90
582.00;11.40
585.00;15.29
588.00;16.67
591.00;12.20
594.00;13.79
597.00;14.28
600.00;14.31
603.00;12.72
606.00;16.21
609.00;16.21
612.00;15.64
615.00;13.79
618.00;15.02
621.00;14.80
