Time(s);IntInt
0.00;66.57
3.00;66.58
6.00;62.04
9.00;66.11
12.00;67.58
15.00;64.06
18.00;58.24
21.00;66.69
24.00;63.34
27.00;58.68
30.00;56.66
33.00;60.43
36.00;58.15
39.00;57.34
42.00;59.63
45.00;60.43
48.00;59.74
51.00;60.63
54.00;53.53
57.00;59.27
60.00;52.02
63.00;61.42
66.00;57.84
69.00;57.97
72.00;63.30
75.00;57.04
78.00;53.89
81.00;54.36
84.00;58.06
87.00;64.47
90.00;62.23
93.00;56.57
96.00;55.20
99.00;55.32
102.00;54.06
105.00;58.17
108.00;58.93
111.00;56.26
114.00;57.05
117.00;53.28
120.00;54.64
123.00;51.83
126.00;55.72
129.00;51.23
132.00;55.01
135.00;50.31
138.00;48.61
141.00;43.56
144.00;48.19
147.00;49.95
150.00;50.37
153.00;45.17
156.00;47.04
159.00;49.70
162.00;48.83
165.00;47.85
168.00;50.25
171.00;53.39
174.00;56.38
177.00;56.97
180.00;52.77
183.00;52.17
186.00;50.15
189.00;55.03
192.00;54.07
195.00;54.47
198.00;53.06
201.00;57.18
204.00;45.10
207.00;49.16
210.00;47.78
213.00;50.86
216.00;52.73
219.00;48.51
222.00;45.78
225.00;49.46
228.00;48.78
231.00;47.96
234.00;49.95
237.00;44.44
240.00;45.39
243.00;54.95
246.00;55.73
249.00;55.10
252.00;53.15
255.00;50.85
258.00;50.38
261.00;45.27
264.00;49.80
267.00;45.12
270.00;49.34
273.00;52.72
276.00;45.63
279.00;45.69
282.00;46.12
285.00;44.55
288.00;53.30
291.00;51.17
294.00;45.19
297.00;47.57
300.00;51.38
303.00;49.09
306.00;46.96
309.00;48.14
312.00;50.70
315.00;51.46
318.00;53.89
321.00;56.57
324.00;55.00
327.00;51.30
330.00;54.83
333.00;55.38
336.00;54.34
339.00;58.75
342.00;57.35
345.00;53.28
348.00;55.67
351.00;56.16
354.00;54.24
357.00;54.24
360.00;58.74
363.00;54.49
366.00;53.25
369.00;59.14
372.00;57.48
375.00;57.52
378.00;57.97
381.00;61.54
384.00;58.40
387.00;58.02
390.00;61.70
393.00;57.54
396.00;56.76
399.00;54.04
402.00;52.15
405.00;56.26
408.00;58.61
411.00;57.84
414.00;58.92
417.00;58.35
420.00;57.81
423.00;49.56
426.00;54.11
429.00;59.01
432.00;61.50
435.00;58.06
438.00;60.21
