Time(s);IntInt
0.00;54.94
3.00;65.09
6.00;63.15
9.00;62.35
12.00;59.15
15.00;60.98
18.00;60.92
21.00;63.33
24.00;68.60
27.00;67.96
30.00;69.32
33.00;64.53
36.00;65.32
39.00;65.43
42.00;60.54
45.00;63.20
48.00;62.35
51.00;63.62
54.00;60.79
57.00;63.29
60.00;57.84
63.00;72.54
66.00;58.38
69.00;49.86
72.00;49.73
75.00;50.82
78.00;43.63
81.00;56.45
84.00;56.48
87.00;48.72
90.00;50.36
93.00;48.93
96.00;44.57
99.00;43.85
102.00;44.21
105.00;43.74
108.00;44.43
111.00;44.55
114.00;44.26
117.00;38.40
120.00;44.15
123.00;41.25
126.00;40.75
129.00;35.07
132.00;33.67
135.00;41.40
138.00;43.91
141.00;38.21
144.00;37.04
147.00;38.43
150.00;38.53
153.00;41.08
156.00;39.36
159.00;36.09
162.00;31.28
165.00;33.05
168.00;35.92
171.00;30.82
174.00;35.50
177.00;32.38
180.00;40.30
183.00;41.08
186.00;37.29
189.00;36.85
192.00;32.98
195.00;43.09
198.00;41.25
201.00;42.85
204.00;44.89
207.00;43.66
210.00;43.38
213.00;42.59
216.00;42.65
219.00;46.45
222.00;44.12
225.00;49.73
228.00;47.34
231.00;43.33
234.00;43.22
237.00;51.45
240.00;41.22
243.00;47.77
246.00;50.47
249.00;56.37
252.00;53.32
255.00;56.49
258.00;51.30
261.00;46.34
264.00;58.14
267.00;55.88
270.00;56.86
273.00;54.45
276.00;52.40
279.00;50.34
282.00;47.65
285.00;45.64
288.00;36.53
291.00;52.65
294.00;53.62
297.00;54.00
300.00;54.99
303.00;55.00
306.00;49.64
309.00;47.32
312.00;54.56
315.00;47.33
318.00;49.77
321.00;57.09
324.00;42.30
327.00;42.34
330.00;48.33
333.00;48.64
336.00;45.42
339.00;51.07
342.00;52.18
345.00;49.57
348.00;48.51
351.00;43.95
354.00;44.12
357.00;46.64
360.00;43.09
363.00;37.29
366.00;40.45
369.00;38.79
372.00;37.16
375.00;41.62
378.00;42.70
381.00;34.82
384.00;33.02
387.00;34.36
390.00;31.06
393.00;33.48
396.00;38.08
399.00;32.72
402.00;38.84
405.00;35.12
408.00;36.35
411.00;31.56
414.00;34.53
417.00;36.68
420.00;29.14
423.00;30.96
426.00;34.71
429.00;37.14
432.00;44.92
435.00;42.17
438.00;42.15
441.00;42.43
444.00;40.48
447.00;36.79
450.00;43.80
453.00;41.97
456.00;49.37
459.00;42.83
462.00;47.43
465.00;45.00
468.00;43.35
471.00;46.18
474.00;42.22
477.00;45.30
480.00;44.58
483.00;51.25
486.00;47.36
489.00;46.37
492.00;45.59
495.00;46.30
498.00;45.59
501.00;48.02
504.00;42.39
507.00;45.36
510.00;48.54
513.00;52.06
516.00;50.28
519.00;45.89
522.00;46.99
525.00;42.24
528.00;43.07
531.00;47.81
534.00;48.75
537.00;42.99
540.00;48.14
543.00;46.96
546.00;42.42
549.00;39.60
552.00;37.89
555.00;43.18
558.00;38.75
561.00;39.29
564.00;35.21
567.00;37.68
570.00;35.11
573.00;43.84
576.00;40.84
579.00;37.77
582.00;46.20
585.00;37.81
588.00;36.55
591.00;40.99
594.00;40.15
597.00;37.74
600.00;39.70
603.00;34.40
606.00;38.30
609.00;36.66
612.00;39.70
615.00;32.63
618.00;37.32
621.00;44.94
624.00;39.35
627.00;33.40
630.00;34.54
633.00;36.30
636.00;32.30
639.00;36.68
642.00;39.71
645.00;37.57
648.00;42.37
651.00;40.44
654.00;38.40
657.00;43.47
660.00;43.88
663.00;44.72
666.00;43.15
669.00;42.86
672.00;39.83
675.00;40.09
678.00;42.68
681.00;37.13
684.00;40.36
687.00;44.62
690.00;40.20
693.00;43.72
696.00;39.56
699.00;35.89
702.00;31.74
705.00;33.31
708.00;33.98
711.00;31.28
714.00;28.19
717.00;38.43
720.00;35.45
723.00;29.89
726.00;31.64
729.00;35.86
732.00;34.69
735.00;33.33
738.00;31.40
741.00;31.40
744.00;34.53
747.00;34.42
750.00;31.68
753.00;30.15
756.00;31.14
759.00;33.09
762.00;35.56
765.00;30.28
768.00;31.93
771.00;32.06
774.00;29.17
777.00;35.24
780.00;32.53
783.00;33.15
786.00;25.59
789.00;34.35
792.00;28.75
795.00;35.08
798.00;34.55
801.00;32.74
804.00;38.78
807.00;35.32
810.00;31.09
813.00;27.65
816.00;27.69
819.00;28.30
822.00;27.62
825.00;24.55
828.00;20.10
831.00;26.93
834.00;26.97
837.00;22.78
840.00;18.32
843.00;20.21
846.00;17.90
849.00;21.91
852.00;25.81
855.00;24.94
858.00;25.73
861.00;24.04
864.00;23.50
867.00;25.66
870.00;23.20
873.00;27.00
876.00;26.87
879.00;25.02
882.00;23.81
885.00;20.32
888.00;31.17
891.00;26.90
894.00;24.71
897.00;24.71
900.00;28.10
903.00;30.54
906.00;26.81
909.00;27.72
912.00;27.74
915.00;26.41
918.00;29.62
921.00;32.21
924.00;27.33
927.00;30.63
930.00;26.92
933.00;31.93
936.00;30.02
939.00;30.13
942.00;27.29
945.00;27.32
948.00;26.51
951.00;23.07
954.00;23.53
957.00;23.86
960.00;25.31
963.00;24.73
966.00;19.77
969.00;18.22
972.00;25.03
975.00;24.64
978.00;26.98
981.00;26.61
984.00;24.53
987.00;24.40
990.00;25.68
993.00;24.28
996.00;21.38
999.00;22.38
1002.00;24.80
1005.00;21.17
1008.00;20.19
1011.00;22.92
1014.00;23.14
1017.00;25.98
1020.00;26.46
1023.00;24.08
1026.00;28.49
1029.00;29.45
1032.00;30.46
1035.00;31.70
1038.00;32.92
1041.00;32.63
1044.00;33.12
1047.00;33.16
1050.00;28.02
1053.00;31.62
1056.00;30.49
1059.00;33.12
1062.00;31.81
1065.00;33.48
1068.00;35.19
1071.00;34.47
1074.00;35.11
1077.00;32.21
1080.00;39.79
1083.00;38.16
1086.00;35.90
1089.00;37.87
1092.00;38.84
1095.00;41.24
1098.00;42.84
1101.00;43.79
1104.00;39.64
1107.00;38.39
1110.00;40.66
1113.00;42.61
1116.00;44.32
1119.00;44.64
1122.00;40.40
1125.00;40.30
1128.00;34.67
1131.00;34.77
1134.00;31.69
1137.00;35.90
1140.00;32.75
1143.00;29.20
1146.00;35.76
1149.00;36.99
1152.00;31.09
1155.00;30.78
1158.00;31.56
1161.00;31.82
1164.00;28.34
1167.00;26.22
1170.00;24.01
1173.00;29.05
1176.00;28.73
1179.00;28.68
1182.00;26.15
1185.00;25.83
1188.00;26.53
1191.00;23.71
1194.00;25.32
1197.00;23.73
1200.00;25.38
1203.00;24.87
1206.00;27.86
1209.00;25.47
1212.00;24.19
1215.00;24.75
1218.00;25.37
1221.00;25.70
1224.00;23.33
1227.00;22.51
1230.00;20.14
1233.00;23.70
1236.00;18.58
1239.00;18.85
1242.00;19.93
1245.00;19.48
1248.00;17.11
1251.00;17.92
1254.00;17.70
1257.00;18.30
1260.00;18.55
1263.00;16.22
1266.00;17.11
1269.00;17.39
1272.00;17.03
1275.00;12.68
1278.00;16.22
1281.00;15.32
1284.00;17.43
1287.00;12.86
1290.00;11.67
1293.00;12.55
1296.00;13.45
1299.00;14.90
1302.00;12.88
1305.00;11.63
1308.00;11.89
1311.00;15.18
1314.00;12.93
1317.00;13.43
1320.00;11.73
1323.00;13.36
1326.00;12.60
1329.00;13.40
1332.00;11.85
1335.00;12.66
1338.00;11.11
1341.00;11.96
1344.00;10.14
1347.00;10.82
1350.00;10.67
1353.00;13.41
1356.00;11.71
1359.00;13.55
1362.00;13.02
1365.00;11.15
1368.00;11.27
1371.00;12.73
1374.00;10.81
1377.00;11.56
1380.00;10.28
1383.00;11.77
1386.00;11.04
1389.00;12.93
1392.00;14.40
1395.00;14.79
1398.00;12.50
1401.00;11.69
1404.00;10.31
1407.00;12.51
1410.00;12.25
1413.00;13.33
1416.00;14.01
1419.00;13.41
1422.00;12.35
1425.00;10.17
1428.00;13.67
1431.00;13.38
1434.00;10.03
1437.00;11.19
1440.00;12.02
1443.00;10.90
1446.00;10.25
1449.00;11.65
1452.00;11.53
1455.00;11.94
1458.00;12.49
1461.00;12.96
1464.00;13.82
1467.00;14.83
1470.00;15.66
1473.00;14.36
1476.00;12.51
1479.00;13.21
1482.00;17.02
1485.00;18.43
1488.00;13.57
1491.00;12.66
1494.00;13.30
1497.00;13.87
1500.00;11.17
1503.00;10.28
1506.00;8.58
1509.00;7.00
1512.00;6.06
1515.00;7.78
1518.00;7.57
1521.00;8.34
1524.00;10.13
1527.00;8.93
1530.00;9.91
1533.00;8.84
1536.00;7.23
1539.00;11.92
1542.00;9.98
1545.00;10.32
1548.00;11.46
1551.00;9.50
1554.00;8.80
1557.00;9.47
1560.00;9.60
1563.00;8.97
1566.00;10.34
1569.00;12.08
1572.00;10.54
1575.00;13.09
1578.00;11.78
1581.00;12.65
1584.00;12.70
1587.00;13.77
1590.00;13.37
1593.00;11.86
1596.00;13.23
1599.00;10.04
1602.00;11.95
1605.00;13.26
1608.00;12.67
1611.00;10.63
1614.00;11.72
1617.00;11.45
1620.00;10.74
1623.00;11.67
1626.00;12.22
1629.00;10.18
1632.00;9.12
1635.00;9.50
1638.00;10.04
1641.00;9.08
1644.00;9.21
1647.00;12.26
1650.00;9.47
1653.00;10.76
1656.00;10.55
1659.00;9.15
1662.00;12.03
1665.00;12.06
1668.00;10.00
1671.00;9.66
1674.00;9.28
1677.00;9.64
1680.00;7.21
1683.00;8.67
1686.00;6.67
1689.00;6.42
1692.00;8.21
1695.00;5.61
1698.00;7.33
1701.00;9.02
1704.00;5.71
1707.00;6.21
1710.00;7.33
1713.00;6.52
1716.00;4.89
1719.00;5.30
1722.00;5.90
1725.00;3.99
1728.00;5.18
1731.00;5.75
1734.00;5.03
1737.00;6.05
1740.00;5.28
1743.00;5.52
1746.00;5.63
1749.00;5.50
1752.00;5.93
1755.00;7.87
1758.00;8.81
1761.00;5.73
1764.00;6.38
1767.00;5.99
1770.00;8.18
1773.00;6.80
1776.00;6.82
1779.00;7.77
1782.00;8.27
1785.00;6.87
1788.00;7.38
1791.00;7.96
1794.00;9.08
1797.00;5.96
