Time(s);IntInt
0.00;14.54
3.00;16.09
6.00;14.87
9.00;17.01
12.00;15.10
15.00;16.25
18.00;13.98
21.00;14.05
24.00;14.47
27.00;16.73
30.00;12.61
33.00;16.27
36.00;18.14
39.00;19.05
42.00;19.10
45.00;19.76
48.00;18.15
51.00;21.56
54.00;20.62
57.00;19.54
60.00;19.67
63.00;16.92
66.00;17.76
69.00;18.71
72.00;17.79
75.00;18.27
78.00;18.40
81.00;18.26
84.00;14.89
87.00;16.32
90.00;17.88
93.00;14.47
96.00;17.93
99.00;16.99
102.00;13.65
105.00;17.24
108.00;13.15
111.00;13.34
114.00;15.08
117.00;16.60
120.00;15.30
123.00;16.91
126.00;16.59
129.00;17.39
132.00;16.38
135.00;17.51
138.00;15.91
141.00;17.35
144.00;17.63
147.00;16.81
150.00;18.55
153.00;17.14
156.00;16.48
159.00;18.81
162.00;17.00
165.00;17.77
168.00;15.63
171.00;18.44
174.00;15.45
177.00;18.77
180.00;17.90
183.00;17.91
186.00;19.29
189.00;18.51
192.00;17.03
195.00;17.29
198.00;18.96
201.00;17.68
204.00;18.07
207.00;17.15
210.00;15.64
213.00;17.22
216.00;18.62
219.00;14.81
222.00;15.56
225.00;14.96
228.00;17.11
231.00;15.84
234.00;17.01
237.00;17.21
240.00;19.04
243.00;17.56
246.00;16.86
249.00;17.81
252.00;17.63
255.00;16.14
258.00;16.61
261.00;16.60
264.00;18.05
267.00;18.66
270.00;17.73
273.00;19.30
276.00;19.91
279.00;20.83
282.00;20.06
285.00;19.29
288.00;18.53
291.00;16.81
294.00;19.02
297.00;15.26
300.00;16.87
303.00;19.39
306.00;19.84
309.00;18.66
312.00;18.77
315.00;16.79
318.00;15.33
321.00;19.06
324.00;18.68
327.00;18.24
330.00;13.80
333.00;17.52
336.00;17.19
339.00;18.59
342.00;20.00
345.00;20.11
348.00;18.53
351.00;17.90
354.00;18.32
357.00;17.51
360.00;17.14
363.00;16.67
366.00;15.91
369.00;18.91
372.00;16.63
375.00;16.42
378.00;20.11
381.00;17.23
384.00;16.96
387.00;19.76
390.00;16.98
393.00;20.13
396.00;16.24
399.00;15.17
402.00;18.79
405.00;14.64
408.00;15.23
411.00;17.73
414.00;18.23
417.00;17.86
420.00;18.11
423.00;22.13
426.00;18.90
429.00;17.88
432.00;17.82
435.00;17.56
438.00;14.19
441.00;16.61
444.00;16.58
447.00;15.14
450.00;15.61
453.00;14.14
456.00;14.48
459.00;10.93
462.00;8.64
465.00;9.68
468.00;11.84
471.00;11.94
474.00;10.01
477.00;11.05
480.00;12.74
483.00;11.53
486.00;11.46
489.00;11.79
492.00;11.79
495.00;11.56
498.00;12.10
501.00;13.72
504.00;12.07
507.00;13.47
510.00;13.22
513.00;11.49
516.00;14.14
519.00;14.60
522.00;13.09
525.00;13.37
528.00;15.11
531.00;14.54
534.00;16.69
537.00;17.53
540.00;14.87
543.00;14.65
546.00;15.87
549.00;17.60
552.00;15.93
555.00;16.30
558.00;17.04
561.00;18.16
564.00;15.84
567.00;15.51
570.00;16.07
573.00;17.21
