Time(s);IntInt
0.00;49.44
3.00;40.57
6.00;41.31
9.00;37.27
12.00;39.88
15.00;40.43
18.00;41.80
21.00;37.70
24.00;42.34
27.00;42.08
30.00;39.33
33.00;36.99
36.00;39.13
39.00;31.03
42.00;37.18
45.00;40.22
48.00;40.15
51.00;45.23
54.00;40.93
57.00;41.65
60.00;41.89
63.00;38.30
66.00;39.74
69.00;44.71
72.00;44.21
75.00;42.21
78.00;42.10
81.00;39.50
84.00;43.07
87.00;38.01
90.00;39.11
93.00;37.99
96.00;39.50
99.00;40.06
102.00;40.90
105.00;40.26
108.00;41.15
111.00;42.37
114.00;42.07
117.00;37.51
120.00;39.61
123.00;39.14
126.00;37.37
129.00;32.32
132.00;35.19
135.00;29.30
138.00;34.36
141.00;35.13
144.00;33.76
147.00;42.92
150.00;35.37
153.00;39.28
156.00;35.24
159.00;34.11
162.00;33.53
165.00;31.77
168.00;29.79
171.00;32.97
174.00;28.67
177.00;29.30
180.00;28.58
183.00;29.81
186.00;24.62
189.00;28.25
192.00;24.33
195.00;25.32
198.00;24.39
201.00;22.16
204.00;28.79
207.00;26.16
210.00;22.94
213.00;22.49
216.00;22.55
219.00;15.81
222.00;21.78
225.00;23.29
228.00;23.87
231.00;26.49
234.00;22.10
237.00;21.83
240.00;25.22
243.00;23.73
246.00;23.88
249.00;19.05
252.00;23.94
255.00;23.19
258.00;23.57
261.00;21.63
264.00;16.23
267.00;20.02
270.00;22.04
273.00;23.32
276.00;22.67
279.00;21.67
282.00;20.41
285.00;23.79
288.00;23.19
291.00;21.49
294.00;21.80
297.00;20.96
300.00;22.10
303.00;21.87
306.00;19.80
309.00;23.56
312.00;27.30
315.00;21.58
318.00;23.96
321.00;26.93
324.00;22.83
327.00;30.26
330.00;26.56
333.00;25.71
336.00;31.31
339.00;27.69
342.00;26.65
345.00;25.44
348.00;30.96
351.00;33.12
354.00;33.01
357.00;30.48
360.00;32.12
363.00;29.61
366.00;30.17
369.00;31.83
372.00;30.80
375.00;30.90
378.00;34.41
381.00;26.64
384.00;28.73
387.00;32.64
390.00;32.45
393.00;39.02
396.00;33.42
399.00;33.42
402.00;35.47
405.00;31.52
408.00;36.82
411.00;37.52
414.00;37.97
417.00;37.13
420.00;36.88
423.00;37.69
426.00;34.55
429.00;34.37
432.00;39.28
435.00;43.28
438.00;44.29
441.00;39.83
444.00;43.93
447.00;37.70
450.00;40.20
453.00;35.15
456.00;43.24
459.00;37.94
462.00;36.35
465.00;38.43
468.00;41.51
471.00;42.97
474.00;41.37
477.00;39.95
480.00;40.42
483.00;40.57
486.00;36.42
489.00;38.65
492.00;35.68
495.00;32.49
498.00;32.97
501.00;33.85
504.00;36.21
507.00;33.78
510.00;36.77
513.00;32.97
516.00;33.45
519.00;32.19
522.00;35.77
525.00;36.01
528.00;39.38
531.00;36.54
534.00;40.88
537.00;38.90
540.00;38.90
543.00;38.59
546.00;39.43
549.00;35.93
552.00;38.45
555.00;37.13
558.00;34.86
561.00;38.67
564.00;42.35
567.00;38.67
570.00;35.73
573.00;41.10
576.00;39.86
579.00;35.71
582.00;35.22
585.00;34.41
588.00;35.65
591.00;35.40
594.00;37.92
597.00;36.38
600.00;39.72
603.00;36.32
