Time(s);IntInt
0.00;41.89
3.00;36.30
6.00;33.43
9.00;36.88
12.00;34.26
15.00;33.66
18.00;31.86
21.00;31.75
24.00;30.46
27.00;25.76
30.00;24.49
33.00;27.48
36.00;25.07
39.00;25.86
42.00;28.87
45.00;29.59
48.00;29.82
51.00;31.55
54.00;30.58
57.00;25.66
60.00;33.28
63.00;31.73
66.00;28.96
69.00;32.32
72.00;26.83
75.00;28.43
78.00;27.78
81.00;27.94
84.00;28.81
87.00;31.04
90.00;32.10
93.00;31.76
96.00;31.13
99.00;33.20
102.00;28.55
105.00;25.73
108.00;27.53
111.00;26.85
114.00;31.96
117.00;32.25
120.00;29.33
123.00;32.17
126.00;30.38
129.00;31.66
132.00;32.20
135.00;32.03
138.00;31.43
141.00;29.83
144.00;29.72
147.00;31.68
150.00;31.84
153.00;32.57
156.00;29.15
159.00;34.31
162.00;35.85
165.00;34.33
168.00;34.10
171.00;32.22
174.00;31.56
177.00;34.43
180.00;29.12
183.00;33.92
186.00;29.92
189.00;28.56
192.00;24.54
195.00;31.91
198.00;32.89
201.00;34.19
204.00;31.16
207.00;29.86
210.00;26.61
213.00;26.48
216.00;30.75
219.00;27.36
222.00;29.01
225.00;29.44
228.00;26.61
231.00;30.26
234.00;28.79
237.00;29.85
240.00;33.99
243.00;33.14
246.00;27.86
249.00;28.14
252.00;23.55
255.00;27.57
258.00;26.17
261.00;29.51
264.00;27.34
267.00;26.86
270.00;28.06
273.00;29.91
276.00;27.64
279.00;29.70
282.00;28.63
285.00;22.87
288.00;28.16
291.00;28.61
294.00;29.51
297.00;28.46
300.00;28.07
303.00;26.41
306.00;30.57
309.00;29.37
312.00;27.19
315.00;28.49
318.00;29.49
321.00;30.48
324.00;26.69
327.00;31.93
330.00;27.42
333.00;29.16
336.00;27.51
339.00;24.89
342.00;25.45
345.00;26.89
348.00;27.25
351.00;28.90
354.00;26.33
357.00;29.40
360.00;23.82
363.00;18.58
366.00;24.90
369.00;25.09
372.00;23.55
375.00;22.90
378.00;24.50
381.00;21.86
384.00;20.88
387.00;29.45
390.00;26.02
393.00;25.17
396.00;23.01
399.00;26.01
402.00;26.48
405.00;23.83
408.00;24.35
411.00;23.75
414.00;22.91
417.00;23.18
420.00;26.89
423.00;22.95
426.00;26.51
429.00;31.61
432.00;24.08
435.00;27.25
438.00;28.69
441.00;24.94
444.00;30.44
447.00;29.76
450.00;24.89
453.00;26.24
456.00;21.87
459.00;21.71
462.00;22.62
465.00;20.99
468.00;23.15
471.00;20.59
474.00;21.69
477.00;22.39
480.00;22.34
483.00;23.16
486.00;22.21
489.00;18.05
492.00;18.63
495.00;20.73
498.00;21.39
501.00;21.38
504.00;21.61
507.00;20.75
510.00;21.73
513.00;20.01
516.00;21.66
519.00;21.64
522.00;21.69
525.00;23.01
528.00;22.98
531.00;20.98
534.00;21.23
537.00;23.19
540.00;23.88
543.00;21.42
546.00;23.28
549.00;28.89
552.00;24.44
555.00;24.28
558.00;24.75
561.00;25.59
564.00;19.91
567.00;23.83
570.00;24.00
573.00;23.82
576.00;23.11
579.00;20.31
582.00;22.73
585.00;22.29
588.00;26.19
591.00;24.45
594.00;25.82
597.00;23.59
600.00;23.19
603.00;21.58
606.00;21.21
609.00;18.01
612.00;22.43
615.00;24.18
618.00;22.27
621.00;23.60
624.00;23.20
627.00;24.36
630.00;21.27
633.00;20.88
636.00;23.61
639.00;20.64
642.00;20.75
645.00;20.38
648.00;18.19
651.00;18.34
654.00;17.33
657.00;18.14
660.00;19.44
663.00;20.58
666.00;20.86
669.00;20.58
672.00;21.21
675.00;21.35
678.00;19.58
681.00;22.16
684.00;22.54
687.00;21.99
690.00;22.88
693.00;23.50
696.00;24.65
699.00;23.27
702.00;23.88
705.00;25.28
708.00;22.09
711.00;27.60
714.00;25.48
717.00;27.89
720.00;24.73
723.00;26.70
726.00;23.97
729.00;23.92
732.00;23.70
735.00;22.76
738.00;24.09
741.00;24.74
744.00;24.83
747.00;26.03
750.00;22.17
753.00;20.64
756.00;26.85
759.00;23.39
762.00;19.74
765.00;23.41
768.00;26.43
771.00;27.34
774.00;26.30
777.00;28.52
780.00;27.48
783.00;27.54
786.00;23.95
789.00;24.12
792.00;25.42
795.00;29.68
798.00;29.44
801.00;29.61
804.00;27.09
807.00;27.19
810.00;26.41
813.00;26.18
816.00;24.83
819.00;23.74
822.00;24.93
825.00;23.11
828.00;25.88
831.00;24.17
834.00;25.27
837.00;24.30
840.00;26.22
843.00;28.31
846.00;25.75
849.00;26.28
852.00;25.56
855.00;24.16
858.00;21.55
861.00;21.28
864.00;23.72
867.00;26.89
870.00;26.97
873.00;25.40
876.00;28.64
879.00;28.88
882.00;24.92
885.00;26.33
888.00;26.67
891.00;24.36
894.00;25.19
897.00;24.96
900.00;24.16
903.00;25.72
906.00;25.60
909.00;24.83
912.00;26.78
915.00;26.53
918.00;25.84
921.00;23.18
924.00;21.21
927.00;23.96
930.00;26.19
933.00;25.52
936.00;26.18
939.00;23.90
942.00;22.38
945.00;18.04
948.00;21.91
951.00;23.04
954.00;25.41
957.00;23.62
960.00;24.58
963.00;20.14
966.00;22.50
969.00;21.21
972.00;22.62
975.00;18.77
978.00;20.58
981.00;22.37
984.00;20.97
987.00;22.03
990.00;21.34
993.00;22.91
996.00;21.24
999.00;18.34
1002.00;19.98
1005.00;18.02
1008.00;17.73
1011.00;20.22
1014.00;19.89
1017.00;20.58
1020.00;23.97
1023.00;22.11
1026.00;22.39
1029.00;23.80
1032.00;20.47
1035.00;22.34
1038.00;22.64
1041.00;20.48
1044.00;16.66
1047.00;19.49
1050.00;16.96
1053.00;19.18
1056.00;18.33
1059.00;19.95
1062.00;22.56
1065.00;20.94
1068.00;21.76
1071.00;21.48
1074.00;21.29
1077.00;21.58
1080.00;23.21
1083.00;23.95
1086.00;22.92
1089.00;21.33
1092.00;21.93
1095.00;22.96
1098.00;20.89
1101.00;17.49
1104.00;19.31
1107.00;22.16
1110.00;20.43
1113.00;20.54
1116.00;18.51
1119.00;19.31
1122.00;20.77
1125.00;19.35
1128.00;20.65
1131.00;21.81
1134.00;23.20
1137.00;21.54
1140.00;19.28
1143.00;17.87
1146.00;18.87
1149.00;18.79
1152.00;17.72
1155.00;17.51
1158.00;21.60
1161.00;21.28
1164.00;22.20
1167.00;21.69
1170.00;21.62
1173.00;25.28
1176.00;28.68
1179.00;34.23
1182.00;30.85
1185.00;30.63
1188.00;24.08
1191.00;28.67
1194.00;26.09
1197.00;25.06
1200.00;27.08
1203.00;25.98
1206.00;29.37
1209.00;25.97
1212.00;27.81
1215.00;27.44
1218.00;29.81
1221.00;27.71
1224.00;28.86
1227.00;25.58
1230.00;24.56
1233.00;22.39
1236.00;29.08
1239.00;25.05
1242.00;25.94
1245.00;27.94
1248.00;28.98
1251.00;25.59
1254.00;28.18
1257.00;25.02
1260.00;25.12
1263.00;25.32
1266.00;26.74
1269.00;21.81
1272.00;26.15
1275.00;25.30
1278.00;24.09
1281.00;24.97
1284.00;27.12
1287.00;24.15
1290.00;26.39
1293.00;26.11
1296.00;26.84
1299.00;28.99
1302.00;28.16
1305.00;28.61
1308.00;25.75
1311.00;26.01
1314.00;23.58
1317.00;24.86
1320.00;29.55
1323.00;25.36
1326.00;29.94
1329.00;30.53
1332.00;26.16
1335.00;27.77
1338.00;26.89
1341.00;28.64
1344.00;30.21
1347.00;30.34
1350.00;25.84
1353.00;26.42
1356.00;26.96
1359.00;28.56
1362.00;25.75
1365.00;26.85
1368.00;27.57
1371.00;28.03
1374.00;29.07
1377.00;27.24
1380.00;27.97
1383.00;28.92
1386.00;28.48
1389.00;29.50
1392.00;31.46
1395.00;30.69
1398.00;27.46
1401.00;30.41
1404.00;31.91
1407.00;27.85
1410.00;29.55
1413.00;29.00
1416.00;26.79
1419.00;27.18
1422.00;24.99
1425.00;24.53
1428.00;25.69
1431.00;28.58
1434.00;28.93
1437.00;26.84
1440.00;28.02
1443.00;25.31
1446.00;25.02
1449.00;27.74
1452.00;22.46
1455.00;24.54
1458.00;24.00
1461.00;22.17
1464.00;23.87
1467.00;21.20
1470.00;24.19
1473.00;23.29
1476.00;23.41
1479.00;23.35
1482.00;24.35
1485.00;25.39
1488.00;27.18
1491.00;26.42
1494.00;28.31
1497.00;28.08
1500.00;27.01
1503.00;26.72
1506.00;26.16
1509.00;29.30
1512.00;27.43
1515.00;27.76
1518.00;26.72
1521.00;26.79
1524.00;27.31
1527.00;23.84
1530.00;25.63
1533.00;25.61
1536.00;25.75
1539.00;27.17
1542.00;28.00
1545.00;24.31
1548.00;29.01
1551.00;26.23
1554.00;27.03
1557.00;24.76
1560.00;23.46
1563.00;25.12
1566.00;22.19
1569.00;23.94
1572.00;26.60
1575.00;24.85
1578.00;26.17
1581.00;24.36
1584.00;23.50
1587.00;21.90
1590.00;23.17
1593.00;19.33
1596.00;19.89
1599.00;17.75
1602.00;17.32
1605.00;18.42
1608.00;20.35
1611.00;20.55
1614.00;18.66
1617.00;19.66
1620.00;20.34
1623.00;18.90
1626.00;19.95
1629.00;20.61
1632.00;20.75
1635.00;18.25
1638.00;19.10
1641.00;20.89
1644.00;21.20
1647.00;21.20
1650.00;17.68
1653.00;18.39
1656.00;16.17
1659.00;17.16
1662.00;17.76
1665.00;15.01
1668.00;13.94
1671.00;12.03
1674.00;12.93
1677.00;15.43
1680.00;13.98
1683.00;10.90
1686.00;13.48
1689.00;9.84
1692.00;10.74
1695.00;12.67
1698.00;13.43
1701.00;13.69
1704.00;14.56
1707.00;13.46
1710.00;15.28
1713.00;12.52
1716.00;14.50
1719.00;12.79
1722.00;10.66
1725.00;11.73
1728.00;11.18
1731.00;12.49
1734.00;11.80
1737.00;14.75
1740.00;15.05
1743.00;13.44
1746.00;14.66
1749.00;13.99
1752.00;14.40
1755.00;13.10
1758.00;15.34
1761.00;16.23
1764.00;15.22
1767.00;14.25
1770.00;14.49
1773.00;16.27
1776.00;16.52
1779.00;15.40
1782.00;15.68
1785.00;15.58
1788.00;15.52
1791.00;14.53
1794.00;16.76
1797.00;15.11
