Time(s);IntInt
0.00;32.16
3.00;26.55
6.00;25.32
9.00;25.17
12.00;27.11
15.00;25.37
18.00;25.39
21.00;27.84
24.00;27.27
27.00;23.69
30.00;25.26
33.00;27.90
36.00;25.70
39.00;23.80
42.00;25.39
45.00;25.17
48.00;24.26
51.00;21.68
54.00;21.01
57.00;20.07
60.00;18.19
63.00;18.84
66.00;18.85
69.00;23.02
72.00;18.43
75.00;22.40
78.00;22.45
81.00;19.65
84.00;18.87
87.00;18.06
90.00;16.74
93.00;15.92
96.00;14.80
99.00;13.79
102.00;14.98
105.00;13.25
108.00;11.65
111.00;11.79
114.00;9.38
117.00;9.08
120.00;8.46
123.00;8.08
126.00;8.39
129.00;7.53
132.00;8.13
135.00;9.03
138.00;7.64
141.00;10.74
144.00;7.98
147.00;7.87
150.00;8.96
153.00;8.20
156.00;7.06
159.00;7.19
162.00;8.72
165.00;5.80
168.00;4.31
171.00;4.56
174.00;3.98
177.00;3.69
180.00;5.48
183.00;4.57
186.00;5.41
189.00;4.74
192.00;5.57
195.00;4.23
198.00;5.29
201.00;2.02
204.00;3.69
207.00;1.97
210.00;2.01
213.00;3.71
216.00;1.60
219.00;2.04
222.00;0.84
225.00;3.19
228.00;2.02
231.00;1.14
234.00;2.31
237.00;2.22
240.00;0.52
243.00;0.71
246.00;1.04
249.00;1.43
252.00;1.33
255.00;1.70
258.00;1.94
261.00;2.45
264.00;2.43
267.00;4.29
270.00;0.99
273.00;0.94
276.00;1.82
279.00;0.65
282.00;2.42
285.00;1.85
288.00;0.95
291.00;3.56
294.00;0.74
297.00;2.09
300.00;2.90
303.00;2.70
306.00;1.16
309.00;1.05
312.00;1.77
315.00;0.88
318.00;2.11
321.00;2.29
324.00;1.80
327.00;1.23
330.00;1.69
333.00;2.45
336.00;0.00
339.00;1.48
342.00;3.00
345.00;3.16
348.00;1.32
351.00;2.57
354.00;2.49
357.00;1.22
360.00;2.33
363.00;0.02
366.00;2.29
369.00;0.62
372.00;0.24
375.00;0.98
378.00;2.97
381.00;0.75
384.00;3.50
387.00;1.30
390.00;0.80
393.00;1.30
396.00;2.24
399.00;1.22
402.00;1.01
405.00;1.93
408.00;1.58
411.00;2.60
414.00;0.71
417.00;0.94
420.00;1.26
423.00;0.70
426.00;1.19
429.00;1.55
432.00;1.72
435.00;0.45
438.00;1.21
441.00;1.95
444.00;1.87
447.00;3.42
450.00;2.01
453.00;0.95
456.00;2.97
459.00;0.26
462.00;1.16
465.00;0.91
468.00;3.10
471.00;1.47
474.00;1.29
