Time(s);IntInt
0.00;49.76
3.00;39.32
6.00;42.64
9.00;41.00
12.00;36.04
15.00;28.22
18.00;36.15
21.00;35.76
24.00;36.82
27.00;36.74
30.00;35.64
33.00;31.20
36.00;30.09
39.00;34.66
42.00;37.65
45.00;39.76
48.00;40.53
51.00;34.49
54.00;31.20
57.00;32.96
60.00;34.87
63.00;40.47
66.00;33.84
69.00;40.60
72.00;41.24
75.00;35.21
78.00;46.03
81.00;45.81
84.00;37.34
87.00;40.28
90.00;44.45
93.00;40.41
96.00;44.22
99.00;40.13
102.00;42.16
105.00;42.89
108.00;51.56
111.00;48.07
114.00;49.03
117.00;51.98
120.00;53.29
123.00;51.00
126.00;59.27
129.00;52.08
132.00;54.23
135.00;55.57
138.00;55.51
141.00;51.91
144.00;47.49
147.00;53.00
150.00;52.54
153.00;47.46
156.00;49.99
159.00;57.81
162.00;54.00
165.00;53.42
168.00;53.29
171.00;54.78
174.00;53.25
177.00;56.37
180.00;54.05
183.00;57.86
186.00;54.33
189.00;53.54
192.00;56.79
195.00;57.48
198.00;58.94
201.00;56.99
204.00;62.57
207.00;52.49
210.00;53.91
213.00;52.50
216.00;45.73
219.00;50.77
222.00;48.12
225.00;47.73
228.00;45.02
231.00;40.75
234.00;40.59
237.00;37.93
240.00;42.12
243.00;41.23
246.00;43.46
249.00;44.76
252.00;43.61
255.00;44.71
258.00;40.45
261.00;47.80
264.00;41.95
267.00;45.37
270.00;39.71
273.00;42.10
276.00;39.83
279.00;40.14
282.00;40.40
285.00;43.87
288.00;37.04
291.00;41.58
294.00;40.87
297.00;41.76
300.00;35.74
303.00;37.14
306.00;42.16
309.00;43.88
312.00;41.09
315.00;40.51
318.00;36.36
321.00;37.91
324.00;41.49
327.00;37.75
330.00;39.60
333.00;41.16
336.00;39.63
339.00;40.76
342.00;36.59
345.00;33.27
348.00;29.16
351.00;32.89
354.00;31.86
357.00;30.51
360.00;33.42
363.00;34.36
366.00;29.42
369.00;31.22
372.00;29.72
375.00;27.73
378.00;27.98
381.00;28.90
384.00;28.24
387.00;24.27
390.00;26.91
393.00;23.98
396.00;23.34
399.00;22.34
402.00;24.87
405.00;26.35
408.00;22.53
411.00;23.68
414.00;23.92
417.00;25.66
420.00;25.10
423.00;26.82
426.00;24.55
429.00;23.36
432.00;24.26
435.00;26.89
438.00;24.02
441.00;24.57
444.00;24.94
447.00;25.38
450.00;24.42
453.00;24.53
456.00;24.68
459.00;25.33
462.00;25.08
465.00;25.41
468.00;24.27
471.00;27.67
474.00;20.85
477.00;21.52
480.00;20.16
483.00;21.32
486.00;19.45
489.00;19.14
492.00;21.90
495.00;19.19
498.00;24.52
501.00;21.90
504.00;24.61
507.00;24.40
510.00;22.78
513.00;24.82
516.00;24.80
519.00;26.78
522.00;25.14
525.00;24.71
528.00;28.17
531.00;31.33
534.00;22.84
537.00;23.40
540.00;25.01
543.00;25.29
546.00;22.72
549.00;19.57
552.00;22.52
555.00;22.08
558.00;24.21
561.00;23.38
564.00;22.58
567.00;22.68
570.00;21.07
573.00;21.43
576.00;19.99
579.00;20.36
582.00;28.37
585.00;30.32
588.00;28.89
591.00;23.33
594.00;23.73
597.00;24.07
600.00;23.30
603.00;27.19
606.00;29.28
609.00;30.36
612.00;28.36
615.00;27.83
618.00;30.96
621.00;31.64
624.00;26.73
627.00;24.54
630.00;27.23
633.00;24.12
636.00;30.33
639.00;29.15
642.00;35.40
645.00;33.54
648.00;25.22
651.00;29.90
654.00;31.76
657.00;21.13
660.00;25.02
663.00;26.94
666.00;28.06
669.00;23.01
672.00;30.96
675.00;29.96
678.00;32.38
681.00;28.91
684.00;34.20
687.00;40.66
690.00;37.52
693.00;31.39
696.00;40.06
699.00;34.76
702.00;33.81
705.00;35.48
708.00;36.31
711.00;30.06
714.00;33.80
